{'mean_beta': 0.41919879683948663, 'mean_alpha': 0.41085511749136566, 'w2': 1.004785306154778, 'w1': 0.051649142230358436, 'outer_iter': 1, 'inner_iter': 4, 'acc': [0.9994, 0.9957, 0.9853, 0.9556, 0.9131, 0.8674, 0.8225, 0.78, 0.7469, 0.7139], 'clock': 1123.89, 'LL': -18.5715445063387, 'mape': [0.04255804406103762, 0.06846936471167868, 0.09307491581523517, 0.11644339892196973, 0.13793222280349504, 0.1580534220603112, 0.1763242888534036, 0.19335800135726092, 0.2080677126027224, 0.2220822156371811], 'source': 'update Alpha beta', 'mape_val': [0.06128178916866668, 0.09380134888017272, 0.12240233241881765, 0.14769720788395316, 0.17077903675477227], 'time': 1124.0491149425507, 'acc_val': [0.9977, 0.9883, 0.9479, 0.8886, 0.8262]}
{'mean_beta': 0.41919879683948663, 'mean_alpha': 0.41085511749136566, 'w2': 1.0096904792406816, 'w1': 0.053862083798329602, 'outer_iter': 1, 'inner_iter': 0, 'acc': [0.9994, 0.9956, 0.9865, 0.9641, 0.9315, 0.8909, 0.8502, 0.8132, 0.7808, 0.7472], 'clock': 1226.66, 'LL': -18.71661270406906, 'mape': [0.04097240738550411, 0.0659097890741548, 0.0882525774833742, 0.10984844845528301, 0.12986431187930914, 0.1486460108223468, 0.16548983177543825, 0.18125211669945332, 0.1949377027778601, 0.20795110369044822], 'source': 'update w1 w2', 'mape_val': [0.059739744085883936, 0.09010106344293774, 0.11587201303740322, 0.1383115895771994, 0.15793682944382578], 'time': 1226.8273239135742, 'acc_val': [0.9975, 0.9897, 0.9581, 0.9085, 0.8552]}
{'mean_beta': 0.4244888616732379, 'mean_alpha': 0.40953020967577658, 'w2': 1.0096904792406816, 'w1': 0.053862083798329602, 'outer_iter': 2, 'inner_iter': 0, 'acc': [0.9994, 0.9956, 0.9865, 0.9635, 0.9305, 0.8896, 0.8489, 0.8116, 0.7782, 0.7452], 'clock': 1318.98, 'LL': -18.727641850808993, 'mape': [0.04118083371548183, 0.06618201617112622, 0.08872545182720161, 0.11046780116643595, 0.13055065135078722, 0.14938739934796175, 0.1662952078881461, 0.18213621652460113, 0.19583958342915744, 0.20887674738972542], 'source': 'update Alpha beta', 'mape_val': [0.05990324469339107, 0.09049039723582962, 0.11641607591132204, 0.13898367090210242, 0.15871806287415902], 'time': 1319.1547639369965, 'acc_val': [0.9976, 0.9896, 0.9582, 0.9068, 0.8525]}
{'mean_beta': 0.4271249195697619, 'mean_alpha': 0.40558634274630934, 'w2': 1.0096904792406816, 'w1': 0.053862083798329602, 'outer_iter': 2, 'inner_iter': 1, 'acc': [0.9994, 0.9955, 0.9865, 0.963, 0.9301, 0.8885, 0.8478, 0.8105, 0.7771, 0.7438], 'clock': 1411.47, 'LL': -18.733582177104523, 'mape': [0.04127812068065445, 0.06631471151775144, 0.08894979754512469, 0.11075215253795734, 0.1308681953789853, 0.14972709710076207, 0.166661192935107, 0.18253060648895242, 0.19624361739912433, 0.2092893773225801], 'source': 'update Alpha beta', 'mape_val': [0.05999082267448878, 0.09069525761364754, 0.1167065222556164, 0.13935006875304123, 0.15914265108375744], 'time': 1411.6602759361267, 'acc_val': [0.9976, 0.9896, 0.958, 0.9056, 0.8509]}
{'mean_beta': 0.43054611200882609, 'mean_alpha': 0.40226063837968662, 'w2': 1.0096904792406816, 'w1': 0.053862083798329602, 'outer_iter': 2, 'inner_iter': 2, 'acc': [0.9994, 0.9955, 0.9865, 0.9627, 0.9297, 0.8878, 0.8477, 0.8092, 0.7765, 0.7431], 'clock': 1503.66, 'LL': -18.738243135093093, 'mape': [0.041346378805149825, 0.0664038854624827, 0.0891026384429504, 0.11094188910697948, 0.13107999874356746, 0.1499518881172879, 0.16690296592058676, 0.18278978730723777, 0.1965085772170199, 0.2095595624471383], 'source': 'update Alpha beta', 'mape_val': [0.06004847878432691, 0.09082804764586688, 0.11689062183618214, 0.13958037523483308, 0.15940605605754057], 'time': 1503.8570048809052, 'acc_val': [0.9976, 0.9897, 0.9579, 0.9048, 0.851]}
{'mean_beta': 0.43475221689018251, 'mean_alpha': 0.39945770094063709, 'w2': 1.0096904792406816, 'w1': 0.053862083798329602, 'outer_iter': 2, 'inner_iter': 3, 'acc': [0.9994, 0.9956, 0.9865, 0.9621, 0.9294, 0.8876, 0.8469, 0.8086, 0.7764, 0.7425], 'clock': 1595.28, 'LL': -18.742231788274385, 'mape': [0.04139629873695085, 0.06646662622950016, 0.08921106635214027, 0.11107359701695914, 0.13122700872087759, 0.15010661889882607, 0.16706735410039578, 0.18296540407509468, 0.19668786301866828, 0.209741436421807], 'source': 'update Alpha beta', 'mape_val': [0.06008788337641529, 0.09091742646781471, 0.11701126279208833, 0.13972936671606653, 0.1595735370483907], 'time': 1595.4936549663544, 'acc_val': [0.9976, 0.9897, 0.9575, 0.9047, 0.8507]}
{'mean_beta': 0.43972317250063692, 'mean_alpha': 0.39708580303460961, 'w2': 1.0096904792406816, 'w1': 0.053862083798329602, 'outer_iter': 2, 'inner_iter': 4, 'acc': [0.9994, 0.9956, 0.9865, 0.962, 0.9293, 0.8874, 0.8458, 0.8082, 0.7766, 0.742], 'clock': 1686.8300000000002, 'LL': -18.745799426553379, 'mape': [0.04143343708141655, 0.0665115908247109, 0.08928902239016728, 0.11116590252463107, 0.13132957896360142, 0.15021281663008965, 0.16717897476362908, 0.18308449935964943, 0.1968080249436984, 0.20986430035536965], 'source': 'update Alpha beta', 'mape_val': [0.06011481407111295, 0.09097787486777584, 0.11708993343027599, 0.13982523912475234, 0.15967839182683793], 'time': 1687.0564470291138, 'acc_val': [0.9976, 0.9897, 0.9574, 0.9044, 0.8502]}
{'mean_beta': 0.43972317250063692, 'mean_alpha': 0.39708580303460961, 'w2': 1.0146676845305773, 'w1': 0.05653717413216925, 'outer_iter': 2, 'inner_iter': 0, 'acc': [0.9994, 0.9958, 0.9866, 0.9659, 0.9386, 0.905, 0.8678, 0.836, 0.8026, 0.7727], 'clock': 1788.07, 'LL': -18.875906898239982, 'mape': [0.03994277199923569, 0.06427295730073533, 0.08528265336507515, 0.10547920998692742, 0.12457020374127367, 0.1424599425586085, 0.15859245649434614, 0.17337101376072617, 0.1863176800116821, 0.19868843570006253], 'source': 'update w1 w2', 'mape_val': [0.05875081209460749, 0.08760114201856875, 0.11124838644269641, 0.13152892218507395, 0.1486715489276357], 'time': 1788.2964940071106, 'acc_val': [0.9977, 0.9902, 0.965, 0.9221, 0.8754]}
{'mean_beta': 0.45013620660618531, 'mean_alpha': 0.39629808162393976, 'w2': 1.0146676845305773, 'w1': 0.05653717413216925, 'outer_iter': 3, 'inner_iter': 0, 'acc': [0.9994, 0.9958, 0.9867, 0.9658, 0.9388, 0.9043, 0.8664, 0.835, 0.8013, 0.7705], 'clock': 1878.48, 'LL': -18.886111573071037, 'mape': [0.04012451534449408, 0.06449293903915794, 0.08563884976318878, 0.10595145283170959, 0.12509488413911252, 0.14301575750238127, 0.15916873046821162, 0.17398895547302, 0.18696640766685987, 0.19935156611635338], 'source': 'update Alpha beta', 'mape_val': [0.05889682708624392, 0.08790741290214814, 0.1116881431225352, 0.13202706470305148, 0.1491512411528935], 'time': 1878.7287240028381, 'acc_val': [0.9977, 0.9905, 0.9634, 0.9199, 0.8731]}
{'mean_beta': 0.4570791331552298, 'mean_alpha': 0.39281520647919377, 'w2': 1.0146676845305773, 'w1': 0.05653717413216925, 'outer_iter': 3, 'inner_iter': 1, 'acc': [0.9994, 0.9958, 0.9869, 0.9661, 0.9385, 0.9035, 0.8659, 0.8345, 0.8002, 0.7695], 'clock': 1969.54, 'LL': -18.891399094865175, 'mape': [0.04020612974266969, 0.06459807228236457, 0.08580599167603989, 0.10616692443469573, 0.125326921933787, 0.14326374290478935, 0.15942139840804817, 0.17425904197224748, 0.1872469198835048, 0.19963515742765042], 'source': 'update Alpha beta', 'mape_val': [0.058972369653990504, 0.08807117063855671, 0.1119239997948361, 0.13230625978223087, 0.1494424144725581], 'time': 1969.795774936676, 'acc_val': [0.9977, 0.9905, 0.9633, 0.9192, 0.873]}
{'mean_beta': 0.46419448501176563, 'mean_alpha': 0.38985179565058586, 'w2': 1.0146676845305773, 'w1': 0.05653717413216925, 'outer_iter': 3, 'inner_iter': 2, 'acc': [0.9994, 0.9958, 0.987, 0.9661, 0.9388, 0.9034, 0.8656, 0.8336, 0.7997, 0.769], 'clock': 2060.6699999999996, 'LL': -18.895479690392346, 'mape': [0.040262297770453065, 0.06466616478369532, 0.08591513407072471, 0.10630562601298822, 0.1254743310952908, 0.14342004331868813, 0.1595791119793911, 0.17442745939366566, 0.1874219864408816, 0.1998107571411636], 'source': 'update Alpha beta', 'mape_val': [0.05902107627120715, 0.08817358549117107, 0.11206660989729997, 0.13247261169891733, 0.14960900472345576], 'time': 2060.931548833847, 'acc_val': [0.9977, 0.9906, 0.9629, 0.9189, 0.872]}
{'mean_beta': 0.47155703095059065, 'mean_alpha': 0.38734531537286826, 'w2': 1.0146676845305773, 'w1': 0.05653717413216925, 'outer_iter': 3, 'inner_iter': 3, 'acc': [0.9994, 0.9959, 0.9871, 0.9661, 0.9389, 0.9031, 0.8657, 0.8334, 0.7996, 0.7686], 'clock': 2151.47, 'LL': -18.898938085684069, 'mape': [0.04030260830849484, 0.0647120676512223, 0.08598952740755975, 0.1063979300423282, 0.1255705294070231, 0.14352076658866136, 0.15967902113363017, 0.17453460569931453, 0.18753186310543898, 0.1999199369872732], 'source': 'update Alpha beta', 'mape_val': [0.05905350595559536, 0.08823963822098854, 0.11215450250009623, 0.13257264050890516, 0.14970297964165483], 'time': 2151.740231990814, 'acc_val': [0.9977, 0.9907, 0.9627, 0.9186, 0.8719]}
{'mean_beta': 0.47919873242476058, 'mean_alpha': 0.38522066176625402, 'w2': 1.0146676845305773, 'w1': 0.05653717413216925, 'outer_iter': 3, 'inner_iter': 4, 'acc': [0.9994, 0.9959, 0.9871, 0.9662, 0.939, 0.9033, 0.866, 0.8325, 0.7997, 0.768], 'clock': 2241.6, 'LL': -18.902009794903051, 'mape': [0.04033201046803273, 0.06474335675591657, 0.08604041479793981, 0.10645916485802479, 0.1256324634253678, 0.14358420195725266, 0.15974043192994777, 0.17460022417519672, 0.18759809697451493, 0.19998458239957856], 'source': 'update Alpha beta', 'mape_val': [0.059075097298562744, 0.0882824621836302, 0.11220680642122441, 0.13263015242134113, 0.14974942569288424], 'time': 2241.8905630111694, 'acc_val': [0.9977, 0.9908, 0.9627, 0.9184, 0.8721]}
{'mean_beta': 0.47919873242476058, 'mean_alpha': 0.38522066176625402, 'w2': 1.0196809931654141, 'w1': 0.059669634555700804, 'outer_iter': 3, 'inner_iter': 0, 'acc': [0.9994, 0.9955, 0.9872, 0.9679, 0.9429, 0.9134, 0.8828, 0.8492, 0.8205, 0.7935], 'clock': 2342.71, 'LL': -19.018042388543734, 'mape': [0.039029372592072405, 0.06278690588211859, 0.08289715470811142, 0.10198538665837167, 0.12017208185168615, 0.1374403698814767, 0.15309794982508743, 0.16738037551140458, 0.17990728526586303, 0.19181236333346738], 'source': 'update w1 w2', 'mape_val': [0.05778701055718256, 0.08529495231681287, 0.10695094410340791, 0.12527035855101845, 0.14024749894299315], 'time': 2343.0088019371033, 'acc_val': [0.9976, 0.9903, 0.9693, 0.9352, 0.8954]}
{'mean_beta': 0.49191108838025327, 'mean_alpha': 0.38514131216018554, 'w2': 1.0196809931654141, 'w1': 0.059669634555700804, 'outer_iter': 4, 'inner_iter': 0, 'acc': [0.9994, 0.9957, 0.9872, 0.968, 0.9431, 0.9135, 0.8812, 0.8494, 0.8191, 0.7912], 'clock': 2432.6, 'LL': -19.027670482165956, 'mape': [0.0391880522166547, 0.06296767252242512, 0.08314552527066212, 0.10232919068472618, 0.12056490993518844, 0.13785175534234856, 0.15352717888164244, 0.16781729046498095, 0.1803146130583336, 0.1922322552778577], 'source': 'update Alpha beta', 'mape_val': [0.05791198051410439, 0.08551611425670849, 0.10726375208959642, 0.12558668218356137, 0.14047572203877032], 'time': 2432.912036895752, 'acc_val': [0.9976, 0.9905, 0.9694, 0.9338, 0.893]}
{'mean_beta': 0.50041296444674643, 'mean_alpha': 0.38210907143180101, 'w2': 1.0196809931654141, 'w1': 0.059669634555700804, 'outer_iter': 4, 'inner_iter': 1, 'acc': [0.9994, 0.9958, 0.9872, 0.9679, 0.9432, 0.9135, 0.8807, 0.8493, 0.8188, 0.7907], 'clock': 2522.81, 'LL': -19.0323482916607, 'mape': [0.039254703746386156, 0.06305076392810502, 0.08326006199891316, 0.10247846534059588, 0.12073051070316637, 0.13802276423660143, 0.15370354658798815, 0.1679941631939509, 0.18048278129810835, 0.19240093054033458], 'source': 'update Alpha beta', 'mape_val': [0.05797459626406994, 0.08564050432746466, 0.10744258801823639, 0.12578889981736507, 0.14066164699154318], 'time': 2523.1266379356384, 'acc_val': [0.9976, 0.9905, 0.9692, 0.9332, 0.8918]}
{'mean_beta': 0.5088275857894019, 'mean_alpha': 0.37949367019361313, 'w2': 1.0196809931654141, 'w1': 0.059669634555700804, 'outer_iter': 4, 'inner_iter': 2, 'acc': [0.9994, 0.9958, 0.9872, 0.9679, 0.9431, 0.913, 0.8801, 0.849, 0.8187, 0.79], 'clock': 2614.2599999999998, 'LL': -19.035869339036395, 'mape': [0.03930012733019796, 0.06310293455743325, 0.08333175267211979, 0.10257100817829848, 0.1208312814124404, 0.13812484207663958, 0.15380834246282932, 0.16809575413277944, 0.1805784490749566, 0.19249645299872786], 'source': 'update Alpha beta', 'mape_val': [0.05801399771554729, 0.08571488811691622, 0.107546784265847, 0.12590306237918747, 0.140756785160299], 'time': 2614.5857779979706, 'acc_val': [0.9976, 0.9905, 0.9692, 0.9323, 0.8916]}
{'mean_beta': 0.51722737830430809, 'mean_alpha': 0.37726698297424899, 'w2': 1.0196809931654141, 'w1': 0.059669634555700804, 'outer_iter': 4, 'inner_iter': 3, 'acc': [0.9994, 0.9958, 0.9872, 0.9679, 0.9432, 0.9128, 0.88, 0.8485, 0.8194, 0.7898], 'clock': 2706.49, 'LL': -19.03880440144388, 'mape': [0.039332363154136, 0.06313710259652555, 0.08337813132630655, 0.10263019108487037, 0.12089375387010268, 0.1381863079136733, 0.15386980493564376, 0.16815311547770517, 0.18063105758238948, 0.19254798957277128], 'source': 'update Alpha beta', 'mape_val': [0.05803954162268384, 0.08576002555763661, 0.10760752157971733, 0.12596606930842374, 0.1407991357347848], 'time': 2706.8237538337708, 'acc_val': [0.9976, 0.9906, 0.9689, 0.932, 0.8914]}
{'mean_beta': 0.5256525592354776, 'mean_alpha': 0.37537213952710091, 'w2': 1.0196809931654141, 'w1': 0.059669634555700804, 'outer_iter': 4, 'inner_iter': 4, 'acc': [0.9994, 0.9958, 0.9872, 0.9681, 0.9432, 0.9128, 0.8797, 0.8483, 0.8193, 0.7895], 'clock': 2797.46, 'LL': -19.04137748542076, 'mape': [0.03935563194354589, 0.06315945074505451, 0.0834076672078318, 0.10266710722985467, 0.12093078792036809, 0.13822102168213374, 0.15390280592914046, 0.1681815378405473, 0.18065538611961848, 0.1925709135233381], 'source': 'update Alpha beta', 'mape_val': [0.05805599273591967, 0.08578641104578769, 0.10764049031655101, 0.12599567936123632, 0.14080885878025878], 'time': 2797.8074469566345, 'acc_val': [0.9976, 0.9908, 0.969, 0.9317, 0.8908]}
{'mean_beta': 0.5256525592354776, 'mean_alpha': 0.37537213952710091, 'w2': 1.0247041392320222, 'w1': 0.063078108122954502, 'outer_iter': 4, 'inner_iter': 0, 'acc': [0.9994, 0.9955, 0.9873, 0.9694, 0.9461, 0.9186, 0.8875, 0.8582, 0.83, 0.8033], 'clock': 2901.5499999999997, 'LL': -19.144622195057799, 'mape': [0.03819025952577891, 0.06150014030910008, 0.0810305116210298, 0.09924332186084811, 0.11671312693316957, 0.1334300126329707, 0.14872565708014862, 0.16257336606728057, 0.1749113969927424, 0.18670255719554013], 'source': 'update w1 w2', 'mape_val': [0.056904137396502526, 0.0833335005900491, 0.10311656332546956, 0.11970724873379188, 0.1327863382432362], 'time': 2901.9137609004974, 'acc_val': [0.9976, 0.9907, 0.9728, 0.9443, 0.9097]}
{'mean_beta': 0.53909859256970416, 'mean_alpha': 0.37585652785228174, 'w2': 1.0247041392320222, 'w1': 0.063078108122954502, 'outer_iter': 5, 'inner_iter': 0, 'acc': [0.9994, 0.9956, 0.9877, 0.9697, 0.9463, 0.919, 0.8875, 0.8587, 0.8296, 0.8034], 'clock': 2997.7599999999998, 'LL': -19.153476077416048, 'mape': [0.038326990615681844, 0.06164408517796418, 0.08119043885507048, 0.09947044528519383, 0.11699059935976518, 0.13371378154302505, 0.14901002050683482, 0.16285917553077842, 0.17517623266129415, 0.1869391411362109], 'source': 'update Alpha beta', 'mape_val': [0.05700859425372629, 0.08346958098902485, 0.10331108878603609, 0.11984305011531948, 0.13276372249465698], 'time': 2998.1349148750305, 'acc_val': [0.9977, 0.9911, 0.9735, 0.9441, 0.9096]}
{'mean_beta': 0.54769155380681056, 'mean_alpha': 0.37325067370222198, 'w2': 1.0247041392320222, 'w1': 0.063078108122954502, 'outer_iter': 5, 'inner_iter': 1, 'acc': [0.9994, 0.9956, 0.9876, 0.9698, 0.9464, 0.919, 0.8871, 0.8582, 0.8292, 0.8037], 'clock': 3093.47, 'LL': -19.157502088192583, 'mape': [0.03838022862486584, 0.06170783266020771, 0.08126452551054014, 0.09956814824382174, 0.11710308219637289, 0.13382634226902582, 0.14911868426752306, 0.16296634343321756, 0.1752754755201044, 0.18702757515745821], 'source': 'update Alpha beta', 'mape_val': [0.057059195762097226, 0.08355663654926755, 0.10343989599425099, 0.11997074867701736, 0.13285668466049938], 'time': 3093.8477869033813, 'acc_val': [0.9977, 0.9911, 0.9733, 0.9437, 0.9091]}
{'mean_beta': 0.55604545547596984, 'mean_alpha': 0.37096697475595153, 'w2': 1.0247041392320222, 'w1': 0.063078108122954502, 'outer_iter': 5, 'inner_iter': 2, 'acc': [0.9994, 0.9956, 0.9876, 0.9699, 0.9467, 0.9191, 0.8874, 0.8579, 0.829, 0.8039], 'clock': 3189.5099999999998, 'LL': -19.16045416466245, 'mape': [0.038416239592121725, 0.061746916238858945, 0.08130794457575352, 0.09962599475873067, 0.11716856009264769, 0.13388964491536468, 0.14917754188006357, 0.16302248017658927, 0.17532493058516288, 0.1870683864876159], 'source': 'update Alpha beta', 'mape_val': [0.05709081870888924, 0.08360583177910823, 0.10351144434730643, 0.1200358171298537, 0.1328921783624085], 'time': 3189.899024963379, 'acc_val': [0.9977, 0.9912, 0.9733, 0.9441, 0.9089]}
